FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1484484|Johnson Ridge|Ridge|VA|51|Montgomery|121|371657N|0801948W|37.2826299|-80.3300478|||||726|2382|McDonalds Mill|09/28/1979|
1484502|Jones Hollow|Valley|VA|51|Montgomery|121|372100N|0801753W|37.3501294|-80.2981044|372008N|0801804W|37.3355556|-80.3011111|499|1637|McDonalds Mill|09/28/1979|
1484521|Kanodes Mill|Populated Place|VA|51|Montgomery|121|371417N|0802824W|37.2381833|-80.4733863|||||575|1886|Blacksburg|09/28/1979|
1484613|Kipps Cemetery|Cemetery|VA|51|Montgomery|121|371221N|0802737W|37.2059614|-80.4603302|||||623|2044|Blacksburg|09/28/1979|
1484789|Leyman Hollow|Valley|VA|51|Montgomery|121|372113N|0801703W|37.3537406|-80.284215|371951N|0801651W|37.3308333|-80.2808333|498|1634|McDonalds Mill|09/28/1979|
1484828|Lick Run|Stream|VA|51|Montgomery|121|371339N|0803152W|37.2276266|-80.5311672|371438N|0803331W|37.2438889|-80.5586111|534|1752|Radford North|09/28/1979|
1484856|Gilbert Linkous Elementary School|School|VA|51|Montgomery|121|371413N|0802532W|37.2370339|-80.4254241|||||641|2103|Blacksburg|09/28/1979|09/15/2010
1485020|Locust Lick Hollow|Valley|VA|51|Montgomery|121|372057N|0801731W|37.3492962|-80.291993|371949N|0801704W|37.3302778|-80.2844444|512|1680|McDonalds Mill|09/28/1979|
1485077|Longshop|Locale|VA|51|Montgomery|121|371236N|0803310W|37.2101262|-80.5528353|||||522|1713|Radford North|09/28/1979|
1485178|Maple Springs Hollow|Valley|VA|51|Montgomery|121|372047N|0801831W|37.3465182|-80.3086603|372138N|0801947W|37.3605556|-80.3297222|502|1647|McDonalds Mill|09/28/1979|
1485283|McDonald Hollow|Valley|VA|51|Montgomery|121|371417N|0802824W|37.2381833|-80.4733863|371452N|0802924W|37.2477778|-80.49|575|1886|Blacksburg|09/28/1979|
1485341|Meadow Hollow|Valley|VA|51|Montgomery|121|371430N|0802820W|37.2417945|-80.4722752|371456N|0802903W|37.2488889|-80.4841667|589|1932|Blacksburg|09/28/1979|
1485433|Mill Creek|Stream|VA|51|Montgomery|121|371537N|0802026W|37.2604079|-80.340603|371810N|0802315W|37.3029064|-80.3875511|469|1539|McDonalds Mill|09/28/1979|
1485444|Mill Hollow|Valley|VA|51|Montgomery|121|372020N|0801842W|37.3390182|-80.3117157|371928N|0801836W|37.3244444|-80.31|525|1722|McDonalds Mill|09/28/1979|
1485525|Montgomery Primitive Baptist Church|Church|VA|51|Montgomery|121|371100N|0802438W|37.1834625|-80.4106057|||||650|2133|Blacksburg|09/28/1979|02/14/2007
1485531|Moon Hollow|Valley|VA|51|Montgomery|121|371146N|0802834W|37.196239|-80.4761641|371123N|0802752W|37.1897222|-80.4644444|584|1916|Blacksburg|09/28/1979|
1485567|Mossy Spring Branch|Stream|VA|51|Montgomery|121|371518N|0802049W|37.2551301|-80.346992|371622N|0802238W|37.272907|-80.3772718|466|1529|McDonalds Mill|09/28/1979|
1485591|Mount Hope Church|Church|VA|51|Montgomery|121|371020N|0802939W|37.1723498|-80.4942204|||||627|2057|Blacksburg|09/28/1979|
1485643|Mount Taber Church|Church|VA|51|Montgomery|121|370824N|0802930W|37.1401278|-80.4917202|||||624|2047|Blacksburg|09/28/1979|
1485644|Mount Tabor|Populated Place|VA|51|Montgomery|121|371559N|0802400W|37.2665178|-80.4000503|||||649|2129|Newport|09/28/1979|
1485646|Mount Union Church|Church|VA|51|Montgomery|121|371848N|0801736W|37.3134634|-80.2933806|||||642|2106|McDonalds Mill|09/28/1979|
1485656|Mount Zion Cemetery|Cemetery|VA|51|Montgomery|121|371339N|0803050W|37.227627|-80.5139439|||||589|1932|Radford North|09/28/1979|
1485680|Mountain Mission|Church|VA|51|Montgomery|121|371657N|0802627W|37.2826279|-80.440886|||||780|2559|Newport|09/28/1979|
1485702|Mountain View Church|Church|VA|51|Montgomery|121|371526N|0802650W|37.2573503|-80.4472743|||||598|1962|Newport|09/28/1979|
1485753|Mullins Branch|Stream|VA|51|Montgomery|121|371714N|0801927W|37.2873522|-80.3242143|371757N|0801854W|37.2991667|-80.315|542|1778|McDonalds Mill|09/28/1979|
1485844|New Hope Church|Church|VA|51|Montgomery|121|371204N|0802346W|37.2012405|-80.3961606|||||628|2060|Blacksburg|09/28/1979|
1485853|New Mount Zion Church|Church|VA|51|Montgomery|121|371346N|0803120W|37.2295712|-80.5222778|||||596|1955|Radford North|09/28/1979|
1485857|New River Church|Church|VA|51|Montgomery|121|371015N|0803126W|37.1709602|-80.5239444|||||611|2005|Radford North|09/28/1979|
1485859|New Saint Peters Church|Church|VA|51|Montgomery|121|371410N|0802659W|37.2362393|-80.4497741|||||630|2067|Blacksburg|09/28/1979|
1485880|Norris Run|Stream|VA|51|Montgomery|121|371423N|0803618W|37.2398472|-80.6050609|371437N|0803340W|37.2436111|-80.5611111|503|1650|Radford North|09/28/1979|
1485902|North Fork Roanoke River|Stream|VA|51|Montgomery|121|371415N|0801249W|37.2376328|-80.2136534|372011N|0801245W|37.3365199|-80.2125453|364|1194|Elliston|09/28/1979|
1486047|Pandapas Pond|Reservoir|VA|51|Montgomery|121|371653N|0802805W|37.2813543|-80.4679881|||||655|2149|Newport|09/28/1979|11/28/2011
1486059|Paris Mountain|Summit|VA|51|Montgomery|121|371405N|0802009W|37.2348526|-80.3358802|||||911|2989|Ironto|09/28/1979|
1486139|Pepper|Populated Place|VA|51|Montgomery|121|370949N|0803255W|37.1637375|-80.5486682|||||529|1736|Radford North|09/28/1979|
1486140|Pepper Run|Stream|VA|51|Montgomery|121|371723N|0801733W|37.2898527|-80.2925464|371902N|0801820W|37.3172222|-80.3055556|506|1660|McDonalds Mill|09/28/1979|
1486239|Pine View Church|Church|VA|51|Montgomery|121|371012N|0803000W|37.1701275|-80.500054|||||613|2011|Radford North|09/28/1979|
1486248|Piney Grove Church|Church|VA|51|Montgomery|121|371631N|0801507W|37.2754093|-80.2519885|||||419|1375|McDonalds Mill|09/28/1979|
1486297|Pleasant View Cemetery|Cemetery|VA|51|Montgomery|121|371711N|0802754W|37.2865163|-80.465054|||||686|2251|Newport|09/28/1979|
1486303|Plum Creek|Stream|VA|51|Montgomery|121|370759N|0803145W|37.1331825|-80.5292224|370810N|0802821W|37.1362393|-80.4725528|523|1716|Radford North|09/28/1979|
1486307|Poff Hollow|Valley|VA|51|Montgomery|121|371349N|0803003W|37.230405|-80.5008875|371455N|0803004W|37.2486111|-80.5011111|571|1873|Radford North|09/28/1979|
1486400|Poverty Creek|Stream|VA|51|Montgomery|121|371354N|0803128W|37.2317934|-80.5245001|371645N|0802657W|37.2792945|-80.4492196|547|1795|Radford North|09/28/1979|
1486700|Rock Hollow|Valley|VA|51|Montgomery|121|371955N|0802029W|37.3320734|-80.341439|372052N|0802047W|37.3477778|-80.3463889|532|1745|McDonalds Mill|09/28/1979|
1486728|Rocky Branch|Stream|VA|51|Montgomery|121|371620N|0801508W|37.2723537|-80.2522662|371641N|0801635W|37.2780556|-80.2763889|407|1335|McDonalds Mill|09/28/1979|
1486772|Roselawn Memorial Cemetery|Cemetery|VA|51|Montgomery|121|371007N|0802526W|37.1687401|-80.4239396|||||625|2051|Blacksburg|09/28/1979|
1486823|Rush Hollow|Valley|VA|51|Montgomery|121|372007N|0801948W|37.3354069|-80.3300497|372037N|0802011W|37.3436111|-80.3363889|518|1699|McDonalds Mill|09/28/1979|
1486947|Sarver Hollow|Valley|VA|51|Montgomery|121|372042N|0801950W|37.3451289|-80.3306056|372117N|0802006W|37.3547222|-80.335|586|1923|McDonalds Mill|09/28/1979|
1486957|Sawmill Hollow|Valley|VA|51|Montgomery|121|371425N|0801227W|37.2404107|-80.2075422|371525N|0801332W|37.2570768|-80.2255983|365|1197|Elliston|09/28/1979|
1487022|Shaffer Hollow|Valley|VA|51|Montgomery|121|371345N|0802957W|37.229294|-80.4992207|371450N|0802943W|37.2472222|-80.4952778|569|1867|Blacksburg|09/28/1979|
1487024|Shaffer Memorial Cemetery|Cemetery|VA|51|Montgomery|121|370747N|0802515W|37.1298515|-80.4208838|||||663|2175|Blacksburg|09/28/1979|
1487267|Sites Branch|Stream|VA|51|Montgomery|121|371725N|0801940W|37.2904077|-80.3278258|371848N|0801851W|37.3133333|-80.3141667|561|1841|McDonalds Mill|09/28/1979|
1487297|Slate Branch|Stream|VA|51|Montgomery|121|371049N|0803015W|37.1804052|-80.5042209|371130N|0802420W|37.191796|-80.4056054|548|1798|Radford North|09/28/1979|
1487326|Slussers Chapel|Church|VA|51|Montgomery|121|371612N|0802336W|37.270129|-80.3933835|||||666|2185|Newport|09/28/1979|
1487348|Smith Run|Stream|VA|51|Montgomery|121|371734N|0801700W|37.2929084|-80.2833794|371924N|0801738W|37.3233333|-80.2938889|513|1683|McDonalds Mill|09/28/1979|
1487565|Stevers Gap|Gap|VA|51|Montgomery|121|371851N|0802602W|37.3142944|-80.4339425|||||874|2867|Newport|09/28/1979|
1487662|Straley Branch|Stream|VA|51|Montgomery|121|371457N|0803138W|37.2492933|-80.5272781|371508N|0803240W|37.2523485|-80.5445015|593|1946|Radford North|09/28/1979|
1487668|Stroubles Creek|Stream|VA|51|Montgomery|121|371128N|0803132W|37.1912379|-80.5256112|371455N|0802438W|37.24874|-80.4106057|513|1683|Radford North|09/28/1979|
1487685|Sugar Bottom Hollow|Valley|VA|51|Montgomery|121|372010N|0801917W|37.3362403|-80.3214383|371915N|0801845W|37.3208333|-80.3125|536|1759|McDonalds Mill|09/28/1979|
1487694|Sugar House Hollow|Valley|VA|51|Montgomery|121|372039N|0801824W|37.344296|-80.3067156|371917N|0801825W|37.3213889|-80.3069444|510|1673|McDonalds Mill|09/28/1979|
1487733|Sunnyside Church|Church|VA|51|Montgomery|121|371338N|0803159W|37.2273488|-80.5331118|||||540|1772|Radford North|09/28/1979|
1487736|Sunset Cemetery|Cemetery|VA|51|Montgomery|121|370726N|0802414W|37.1240185|-80.4039387|||||673|2208|Riner|09/28/1979|
1487950|Toms Creek|Stream|VA|51|Montgomery|121|371159N|0803350W|37.1998481|-80.5639471|371756N|0802420W|37.2990172|-80.4056073|512|1680|Radford North|09/28/1979|
1487965|Town Branch|Stream|VA|51|Montgomery|121|370823N|0802452W|37.1398515|-80.4144947|370731N|0802435W|37.1252778|-80.4097222|606|1988|Blacksburg|09/28/1979|
1488035|Turkeypen Hollow|Valley|VA|51|Montgomery|121|371615N|0802044W|37.2709631|-80.3456036|371712N|0802006W|37.2866667|-80.335|487|1598|McDonalds Mill|09/28/1979|
1488139|Virginia Polytechnic Institute and State University|School|VA|51|Montgomery|121|371345N|0802526W|37.2292327|-80.4239694|||||630|2067|Blacksburg|09/28/1979|09/15/2010
1488149|Wake Forest Cemetery|Cemetery|VA|51|Montgomery|121|371254N|0803441W|37.2151256|-80.5781146|||||577|1893|Radford North|09/28/1979|
1488150|Wake Forest School|School|VA|51|Montgomery|121|371254N|0803407W|37.2151258|-80.5686696|||||585|1919|Radford North|09/28/1979|
1488172|Walls Branch|Stream|VA|51|Montgomery|121|371145N|0802859W|37.195961|-80.4831088|371307N|0802804W|37.2186111|-80.4677778|581|1906|Blacksburg|09/28/1979|
1488174|Walnut Branch|Stream|VA|51|Montgomery|121|370812N|0802324W|37.1367966|-80.3900492|370634N|0802342W|37.1095743|-80.3950494|630|2067|Blacksburg|09/28/1979|
1488224|Weller Baker School|School|VA|51|Montgomery|121|370841N|0802421W|37.1448517|-80.4058832|||||636|2087|Blacksburg|09/28/1979|
1488284|White Church|Church|VA|51|Montgomery|121|371521N|0802050W|37.2559633|-80.3472698|||||470|1542|McDonalds Mill|09/28/1979|
1488324|Whitelock Cemetery|Cemetery|VA|51|Montgomery|121|371814N|0801901W|37.3040187|-80.3169924|||||649|2129|McDonalds Mill|09/28/1979|
1488345|Whitewash Hollow|Valley|VA|51|Montgomery|121|372016N|0801932W|37.3379069|-80.3256051|372108N|0802023W|37.3522222|-80.3397222|521|1709|McDonalds Mill|09/28/1979|
1488348|Whittaker Hollow|Valley|VA|51|Montgomery|121|371240N|0803223W|37.2112376|-80.5397788|371353N|0803306W|37.2313889|-80.5516667|523|1716|Radford North|09/28/1979|
1488416|Wilson Creek|Stream|VA|51|Montgomery|121|371116N|0802108W|37.1879081|-80.3522698|371052N|0802435W|37.1812403|-80.4097723|438|1437|Ironto|09/28/1979|
1488468|Womack Branch|Stream|VA|51|Montgomery|121|371512N|0801535W|37.2534651|-80.2597658|371613N|0801625W|37.2702778|-80.2736111|386|1266|McDonalds Mill|09/28/1979|
1488691|Blacksburg Ranger Station|Locale|VA|51|Montgomery|121|371634N|0802516W|37.2762395|-80.4211627|||||628|2060|Newport|07/01/1992|
1488692|Caldwell Fields Recreation Site|Locale|VA|51|Montgomery|121|372013N|0801932W|37.3370735|-80.3256051|||||514|1686|McDonalds Mill|07/01/1992|
1488693|Sarver Tract Recreation Site|Locale|VA|51|Montgomery|121|372133N|0801957W|37.3592954|-80.3325507|||||987|3238|McDonalds Mill|07/01/1992|
1488704|Virginia Tech/Montgomery Executive Airport|Airport|VA|51|Montgomery|121|371222N|0802428W|37.2061754|-80.4078503|||||645|2116|Blacksburg|07/01/1992|04/13/2011
1488706|Blacksburg High School|School|VA|51|Montgomery|121|371436N|0802424W|37.2433403|-80.4065477|||||668|2192|Blacksburg|07/01/1992|09/15/2010
1488707|Harding Avenue Elementary School|School|VA|51|Montgomery|121|371404N|0802440W|37.2344918|-80.4109815|||||639|2096|Blacksburg|07/01/1992|09/15/2010
1488708|Montgomery County Park|Park|VA|51|Montgomery|121|371022N|0802442W|37.172907|-80.4117168|||||597|1959|Blacksburg|07/01/1992|
1488709|Virginia Polytechnic Institute and State University Horticultural Research Area|Locale|VA|51|Montgomery|121|370958N|0802505W|37.1662403|-80.418106|||||631|2070|Blacksburg|07/01/1992|
1488710|Hilltop Plaza|Populated Place|VA|51|Montgomery|121|371232N|0802345W|37.2090183|-80.3958828|||||640|2100|Blacksburg|07/01/1992|
1488711|Rolling Hills|Populated Place|VA|51|Montgomery|121|370955N|0802730W|37.1654062|-80.4583855|||||627|2057|Blacksburg|07/01/1992|
1488712|Belmont Farms|Populated Place|VA|51|Montgomery|121|370922N|0802649W|37.1562397|-80.4469961|||||610|2001|Blacksburg|07/01/1992|
1488732|Poverty Creek Horse Trail|Trail|VA|51|Montgomery|121|371544N|0802936W|37.2623494|-80.4933876|||||625|2051|Newport|07/01/1992|
1488734|Brush Mountain Horse Trail|Trail|VA|51|Montgomery|121|371528N|0802836W|37.2579053|-80.47672|||||764|2507|Newport|07/01/1992|
1488745|East Radford|Populated Place|VA|51|Montgomery|121|370813N|0803311W|37.1370707|-80.5531128|||||562|1844|Radford North|07/01/1992|
1490428|Little River Dam|Dam|VA|51|Montgomery|121|370442N|0803417W|37.0784592|-80.5714472|||||544|1785|Radford South|09/01/1992|
1490429|Little River Reservoir|Reservoir|VA|51|Montgomery|121|370442N|0803417W|37.0784592|-80.5714472|||||544|1785|Radford South|09/01/1992|
1490430|Bennetts Dam|Dam|VA|51|Montgomery|121|370500N|0802559W|37.0834625|-80.4331065|||||596|1955|Riner|09/01/1992|
1491182|Lane Stadium|Locale|VA|51|Montgomery|121|371312N|0802505W|37.2201289|-80.418106|||||627|2057|Blacksburg|09/28/1979|12/21/2010
1491243|Round Meadow Country Club|Locale|VA|51|Montgomery|121|370829N|0802621W|37.1415177|-80.4392179|||||631|2070|Blacksburg|09/28/1979|
1491278|Swanee Hollow Country Club|Locale|VA|51|Montgomery|121|371437N|0802615W|37.2437395|-80.4375514|||||626|2054|Blacksburg|09/28/1979|
1493279|Merrimac|Populated Place|VA|51|Montgomery|121|371122N|0802532W|37.1895733|-80.4256063|||||605|1985|Blacksburg|09/28/1979|03/17/2008
1493455|Price Mountain|Summit|VA|51|Montgomery|121|371113N|0802741W|37.1870726|-80.4614413|||||757|2484|Blacksburg|09/28/1979|
1493456|Prices Fork|Populated Place|VA|51|Montgomery|121|371235N|0802924W|37.2098497|-80.4900537|||||619|2031|Blacksburg|09/28/1979|01/29/2011
1493565|Yellow Sulphur|Populated Place|VA|51|Montgomery|121|371017N|0802348W|37.1715185|-80.3967161|||||561|1841|Blacksburg|09/28/1979|
1493566|Yellow Sulphur Springs|Populated Place|VA|51|Montgomery|121|371042N|0802350W|37.1784628|-80.3972718|||||576|1890|Blacksburg|09/28/1979|
1493739|Vicker|Populated Place|VA|51|Montgomery|121|370949N|0802916W|37.1637389|-80.4878313|||||547|1795|Blacksburg|09/28/1979|
1493740|Vicker Heights|Populated Place|VA|51|Montgomery|121|370954N|0802839W|37.165128|-80.477553|||||597|1959|Blacksburg|09/28/1979|
1494218|Elliston|Populated Place|VA|51|Montgomery|121|371259N|0801357W|37.2165215|-80.2325427|||||385|1263|Elliston|09/28/1979|01/29/2011
1494243|Lafayette|Populated Place|VA|51|Montgomery|121|371410N|0801241W|37.236244|-80.2114312|||||366|1201|Elliston|09/28/1979|01/29/2011
1495182|Acre of Rocks|Summit|VA|51|Montgomery|121|371636N|0801607W|37.2767979|-80.268656|||||694|2277|McDonalds Mill|09/28/1979|
1495259|Bennetts Mill|Populated Place|VA|51|Montgomery|121|371542N|0802020W|37.2617968|-80.3389364|||||474|1555|McDonalds Mill|09/28/1979|
1495316|Brush Harbor|Populated Place|VA|51|Montgomery|121|371103N|0801727W|37.1842983|-80.2908783|||||516|1693|Ironto|09/28/1979|
1495461|Dee Cee Hill|Summit|VA|51|Montgomery|121|371003N|0801909W|37.1676311|-80.3192128|||||607|1991|Ironto|09/28/1979|
1495476|Double Ridge Knob|Summit|VA|51|Montgomery|121|371912N|0801835W|37.3201297|-80.3097705|||||918|3012|McDonalds Mill|09/28/1979|
1495638|Half Acre of Rocks|Summit|VA|51|Montgomery|121|371602N|0801705W|37.2673532|-80.2847675|||||672|2205|McDonalds Mill|09/28/1979|
1495722|Houchins|Populated Place|VA|51|Montgomery|121|370906N|0802135W|37.1517971|-80.3597701|||||588|1929|Ironto|09/28/1979|
1495916|McDonalds Mill|Populated Place|VA|51|Montgomery|121|371800N|0801632W|37.3001306|-80.2756015|||||525|1722|McDonalds Mill|09/28/1979|
1495938|Middle Piece Mountain|Summit|VA|51|Montgomery|121|371104N|0801600W|37.1845765|-80.2667105|||||605|1985|Ironto|09/28/1979|
1495999|New Ellett|Populated Place|VA|51|Montgomery|121|371158N|0802148W|37.1995745|-80.3633814|||||468|1535|Ironto|09/28/1979|
1496137|Reesedale|Populated Place|VA|51|Montgomery|121|371345N|0801756W|37.2292979|-80.2989342|||||445|1460|Ironto|09/28/1979|
1496211|Shawsville|Populated Place|VA|51|Montgomery|121|371006N|0801519W|37.1684657|-80.2553212|||||438|1437|Ironto|09/28/1979|03/17/2008
1496828|Cabes Hill|Summit|VA|51|Montgomery|121|370622N|0801642W|37.1062434|-80.2783778|||||623|2044|Pilot|09/28/1979|
1496861|Craig Mountain|Summit|VA|51|Montgomery|121|370501N|0801940W|37.0837425|-80.3278244|||||768|2520|Pilot|09/28/1979|
1497169|Sugar Grove|Populated Place|VA|51|Montgomery|121|370606N|0801943W|37.101798|-80.3286577|||||499|1637|Pilot|09/28/1979|
1498405|Blacksburg|Populated Place|VA|51|Montgomery|121|371346N|0802450W|37.2295733|-80.4139393|||||633|2077|Blacksburg|09/28/1979|03/17/2008
1498467|Christiansburg|Populated Place|VA|51|Montgomery|121|370747N|0802432W|37.1298517|-80.4089389|||||638|2093|Blacksburg|09/28/1979|03/17/2008
1498594|Virginia Tech Airport|Airport|VA|51|Montgomery|121|371227N|0802428W|37.2076292|-80.4078279|||||643|2110|Blacksburg|09/01/1992|
1498778|Radford AAP Heliport|Airport|VA|51|Montgomery|121|371105N|0803133W|37.1847222|-80.5258333|||||523|1716|Radford North|09/01/1992|
1498918|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371357N|0802639W|37.2326283|-80.4442183|||||627|2057|Blacksburg|07/01/1994|
1498919|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371416N|0802839W|37.2379055|-80.4775532|||||615|2018|Blacksburg|07/01/1994|
1498920|WFNR-AM (Blacksburg)|Tower|VA|51|Montgomery|121|370801N|0802116W|37.1337417|-80.3544921|||||659|2162|Ironto|07/01/1994|
1498921|WKEX-AM (Blacksburg)|Tower|VA|51|Montgomery|121|371357N|0802639W|37.2326283|-80.4442183|||||627|2057|Blacksburg|07/01/1994|
1498925|WJJJ-AM (Christiansburg)|Tower|VA|51|Montgomery|121|370911N|0802456W|37.1531849|-80.4156058|||||651|2136|Blacksburg|07/01/1994|
1498969|WUVT-FM (Blacksburg)|Tower|VA|51|Montgomery|121|371328N|0802429W|37.2245735|-80.4081056|||||645|2116|Blacksburg|07/01/1994|
1498970|WVVV-FM (Blacksburg)|Tower|VA|51|Montgomery|121|370911N|0802456W|37.1531849|-80.4156058|||||651|2136|Blacksburg|07/01/1994|
1498975|WFNR-FM (Christiansburg)|Tower|VA|51|Montgomery|121|370801N|0802116W|37.1337417|-80.3544921|||||659|2162|Ironto|07/01/1994|
1499231|Centerville|Populated Place|VA|51|Montgomery|121|371011N|0803218W|37.1698488|-80.5383898|||||600|1968|Radford North|09/28/1979|
1499492|Graysontown|Populated Place|VA|51|Montgomery|121|370218N|0803340W|37.0384595|-80.5611687|||||565|1854|Radford South|09/28/1979|
1499596|Ingles Mountain|Summit|VA|51|Montgomery|121|370618N|0803343W|37.1051261|-80.5620022|||||690|2264|Radford South|09/28/1979|
1499672|Little Montgomery|Populated Place|VA|51|Montgomery|121|370124N|0803249W|37.02346|-80.547001|||||585|1919|Radford South|09/28/1979|
1499720|McCoy|Populated Place|VA|51|Montgomery|121|371301N|0803552W|37.2170696|-80.5978382|||||608|1995|Radford North|09/28/1979|
1499987|Rose Hill|Summit|VA|51|Montgomery|121|370620N|0802420W|37.1056853|-80.4056054|||||757|2484|Riner|09/28/1979|
1500010|Carilion Saint Albans Hospital of Christiansburg|Building|VA|51|Montgomery|121|370528N|0803018W|37.0911186|-80.5050017|||||631|2070|Radford South|09/28/1979|09/15/2010
1500268|Wake Forest|Populated Place|VA|51|Montgomery|121|371317N|0803419W|37.2215146|-80.5720031|||||582|1909|Radford North|09/28/1979|
1500275|Walton|Populated Place|VA|51|Montgomery|121|370912N|0803049W|37.1534605|-80.5136659|||||534|1752|Radford North|09/28/1979|
1500314|Whitethorne|Populated Place|VA|51|Montgomery|121|371159N|0803352W|37.1998481|-80.5645026|||||519|1703|Radford North|09/28/1979|
1502739|WYDD-TV (Blacksburg)|Tower|VA|51|Montgomery|121|371504N|0803042W|37.251238|-80.5117216|||||826|2710|Eggleston|07/01/1994|
1502810|Strouds Creek|Stream|VA|51|Montgomery|121|370523N|0803444W|37.0898479|-80.5789477|370600N|0803243W|37.1|-80.5452778|531|1742|Radford South|09/13/1996|
1502822|WJJJ Radio Tower (Tazewell)|Tower|VA|51|Montgomery|121|370910N|0802456W|37.1529071|-80.4156058|||||648|2126|Blacksburg|07/01/1992|
1674451|Agnew Hall|Building|VA|51|Montgomery|121|371329N|0802527W|37.224851|-80.4242174|||||625|2051|Blacksburg|11/13/1995|
1674452|Airport Acres|Populated Place|VA|51|Montgomery|121|371238N|0802426W|37.2106848|-80.4072722|||||649|2129|Blacksburg|11/13/1995|
1674453|Alleghany Addition|Populated Place|VA|51|Montgomery|121|370744N|0802349W|37.1290186|-80.3969939|||||646|2119|Blacksburg|11/13/1995|
1674454|Alleghany Heights|Populated Place|VA|51|Montgomery|121|371509N|0802446W|37.2526288|-80.4128282|||||675|2215|Newport|11/13/1995|
1674455|Alleghany School (historical)|School|VA|51|Montgomery|121|370812N|0801518W|37.1367993|-80.2550435|||||529|1736|Ironto|11/13/1995|
1674456|Alleghany School (historical)|School|VA|51|Montgomery|121|370921N|0802429W|37.1559627|-80.4081055|||||602|1975|Blacksburg|11/13/1995|
1674457|Alleghany Spring School (historical)|School|VA|51|Montgomery|121|370706N|0801601W|37.1184657|-80.2669884|||||430|1411|Pilot|11/13/1995|
1674458|Altoona School (historical)|School|VA|51|Montgomery|121|370425N|0801804W|37.0737431|-80.3011566|||||774|2539|Pilot|11/13/1995|
1674459|Ambler Johnston Hall|Building|VA|51|Montgomery|121|371323N|0802516W|37.2231844|-80.4211618|||||639|2096|Blacksburg|11/13/1995|
1674460|Apperson Park|Populated Place|VA|51|Montgomery|121|371425N|0802412W|37.2404069|-80.4033832|||||675|2215|Blacksburg|11/13/1995|
1674461|Apple Acres|Populated Place|VA|51|Montgomery|121|370923N|0802507W|37.1565181|-80.4186616|||||647|2123|Blacksburg|11/13/1995|
1674462|Asbury Methodist Church|Church|VA|51|Montgomery|121|370800N|0802435W|37.1334628|-80.4097723|||||642|2106|Blacksburg|11/13/1995|
1674463|Atkinson Acres|Populated Place|VA|51|Montgomery|121|370712N|0802435W|37.1201295|-80.4097723|||||656|2152|Riner|11/13/1995|
1674464|Bangs (historical)|Populated Place|VA|51|Montgomery|121|370828N|0802406W|37.1412407|-80.4017163|||||621|2037|Blacksburg|11/13/1995|
1674465|Barringer Hall|Building|VA|51|Montgomery|121|371334N|0802501W|37.22624|-80.4169949|||||633|2077|Blacksburg|11/13/1995|
1674466|Belmont Community Cemetery|Cemetery|VA|51|Montgomery|121|370954N|0802729W|37.1651284|-80.4581077|||||628|2060|Blacksburg|11/13/1995|
1674467|Belmont Estates|Populated Place|VA|51|Montgomery|121|371007N|0802629W|37.1687398|-80.4414404|||||622|2041|Blacksburg|11/13/1995|
1674468|Belmont School (historical)|School|VA|51|Montgomery|121|370947N|0802714W|37.1631841|-80.4539409|||||622|2041|Blacksburg|11/13/1995|
1674469|Berryfield|Populated Place|VA|51|Montgomery|121|371346N|0802434W|37.2295734|-80.4094946|||||640|2100|Blacksburg|11/13/1995|
1674470|Bethel Church (historical)|Church|VA|51|Montgomery|121|370601N|0803044W|37.1004053|-80.5122768|||||646|2119|Radford South|11/13/1995|
1674471|Beverly Hills|Populated Place|VA|51|Montgomery|121|370735N|0802408W|37.1265186|-80.4022719|||||660|2165|Blacksburg|11/13/1995|
1674472|Big Spring Baptist Church|Church|VA|51|Montgomery|121|371258N|0801344W|37.2162437|-80.2289316|||||393|1289|Elliston|11/13/1995|
1674473|Big Tunnel|Tunnel|VA|51|Montgomery|121|370930N|0801859W|37.1584645|-80.316435|||||561|1841|Ironto|11/13/1995|
1674474|Blacksburg Area Branch Library|Building|VA|51|Montgomery|121|371334N|0802445W|37.2262401|-80.4125503|||||635|2083|Blacksburg|11/13/1995|
1674475|Blacksburg City Hall|Building|VA|51|Montgomery|121|371350N|0802451W|37.2306845|-80.414217|||||632|2073|Blacksburg|11/13/1995|
1674477|Blacksburg Historic District|Park|VA|51|Montgomery|121|371355N|0802459W|37.2320733|-80.4164394|||||636|2087|Blacksburg|11/13/1995|
1674478|Blacksburg Middle School|School|VA|51|Montgomery|121|371253N|0802739W|37.2146677|-80.4608671|||||626|2054|Blacksburg|11/13/1995|09/15/2010
1674479|Blacksburg Post Office|Post Office|VA|51|Montgomery|121|371348N|0802452W|37.2301289|-80.4144948|||||632|2073|Blacksburg|11/13/1995|
1674480|Blacksburg Presbyterian Church|Church|VA|51|Montgomery|121|371331N|0802427W|37.2254069|-80.4075501|||||652|2139|Blacksburg|11/13/1995|
